"id","pclass","survived","name","sex","age","sibsp","parch","ticket","fare","embarked","home.dest"
1004,3,1,"McCoy, Mr. Bernard","male",NA,2,0,"367226",23.25,"Q",""
13,1,1,"Aubart, Mme. Leontine Pauline","female",24,0,0,"PC 17477",69.3,"C","Paris, France"
480,2,1,"Laroche, Miss. Simonne Marie Anne Andree","female",3,1,2,"SC/Paris 2123",41.5792,"C","Paris / Haiti"
1125,3,0,"Peters, Miss. Katie","female",NA,0,0,"330935",8.1375,"Q",""
940,3,0,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)","female",36,0,2,"350405",12.1833,"S",""
292,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)","female",39,1,1,"110413",79.65,"S","New York, NY"
794,3,0,"Elsbury, Mr. William James","male",47,0,0,"A/5 3902",7.25,"S","Illinois, USA"
1232,3,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)","female",29,1,1,"347054",10.4625,"S",""
392,2,0,"del Carlo, Mr. Sebastiano","male",29,1,0,"SC/PARIS 2167",27.7208,"C","Lucca, Italy / California"
314,1,0,"Widener, Mr. Harry Elkins","male",27,0,2,"113503",211.5,"C","Elkins Park, PA"
826,3,0,"Goodwin, Master. Harold Victor","male",9,5,2,"CA 2144",46.9,"S","Wiltshire, England Niagara Falls, NY"
669,3,0,"Barton, Mr. David John","male",22,0,0,"324669",8.05,"S","England New York, NY"
98,1,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)","female",27,1,1,"PC 17558",247.5208,"C","Montreal, PQ"
564,2,0,"Slemen, Mr. Richard James","male",35,0,0,"28206",10.5,"S","Cornwall"
210,1,1,"Mock, Mr. Philipp Edmund","male",30,1,0,"13236",57.75,"C","New York, NY"
1156,3,0,"Rommetvedt, Mr. Knud Paust","male",NA,0,0,"312993",7.775,"S",""
944,3,0,"Laitinen, Miss. Kristina Sofia","female",37,0,0,"4135",9.5875,"S",""
858,3,1,"Hedman, Mr. Oskar Arvid","male",27,0,0,"347089",6.975,"S",""
491,2,0,"Mack, Mrs. (Mary)","female",57,0,0,"S.O./P.P. 3",10.5,"S","Southampton / New York, NY"
640,3,0,"Asplund, Master. Carl Edgar","male",5,4,2,"347077",31.3875,"S","Sweden  Worcester, MA"
849,3,0,"Hansen, Mr. Claus Peter","male",41,2,0,"350026",14.1083,"S",""
748,3,0,"Danbom, Master. Gilbert Sigvard Emanuel","male",0.3333,0,2,"347080",14.4,"S","Stanton, IA"
410,2,0,"Fox, Mr. Stanley Hubert","male",36,0,0,"229236",13,"S","Rochester, NY"
685,3,0,"Bourke, Mrs. John (Catherine)","female",32,1,1,"364849",15.5,"Q","Ireland Chicago, IL"
91,1,1,"Davidson, Mrs. Thornton (Orian Hays)","female",27,1,2,"F.C. 12750",52,"S","Montreal, PQ"
627,3,0,"Andersson, Miss. Ida Augusta Margareta","female",38,4,2,"347091",7.775,"S","Vadsbro, Sweden Ministee, MI"
789,3,0,"Ekstrom, Mr. Johan","male",45,0,0,"347061",6.975,"S","Effington Rut, SD"
129,1,0,"Gee, Mr. Arthur H","male",47,0,0,"111320",38.5,"S","St Anne's-on-Sea, Lancashire"
621,3,0,"Andersen, Mr. Albert Karvin","male",32,0,0,"C 4001",22.525,"S","Bergen, Norway"
144,1,1,"Harder, Mr. George Achilles","male",25,1,0,"11765",55.4417,"C","Brooklyn, NY"
825,3,0,"Goncalves, Mr. Manuel Estanslas","male",38,0,0,"SOTON/O.Q. 3101306",7.05,"S","Portugal"
760,3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)","female",36,1,0,"345572",17.4,"S","Tampico, MT"
120,1,1,"Frauenthal, Dr. Henry William","male",50,2,0,"PC 17611",133.65,"S","New York, NY"
230,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)","female",17,1,0,"PC 17758",108.9,"C","Madrid, Spain"
1120,3,0,"Perkin, Mr. John Henry","male",22,0,0,"A/5 21174",7.25,"S",""
278,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)","female",NA,1,0,"PC 17569",146.5208,"C","Paris, France"
1225,3,0,"Stanley, Mr. Edward Roland","male",21,0,0,"A/4 45380",8.05,"S",""
1087,3,0,"Olsson, Miss. Elina","female",31,0,0,"350407",7.8542,"S",""
100,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")","female",48,1,0,"11755",39.6,"C","London / Paris"
795,3,1,"Emanuel, Miss. Virginia Ethel","female",5,0,0,"364516",12.475,"S","New York, NY"
